dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10027 8 0 5 0 2 0 1 0 0 0 -9 0 0.0208333 0 0.0119048 0 0.0194805 0 0.0097403 0 0.59158 0 1.6329906 0 0.1116071 0 0.0952381 0 0.7687687 0 NaN 56
Contig10077 6 0 4 0 1 0 1 0 0 0 -9 0 0.0108696 0 0.0108696 0 0.0118577 0 0.0118577 0 -0.6123711 0 -0.6123711 0 0.1086956 0 0.0978261 0 0.8372093 0 NaN 46
Contig10104 9 0 2 0 2 0 5 0 0 0 -9 0 0.0121528 0 0.0260417 0 0.0113636 0 0.0284091 0 0.5915791 0 -0.7968428 0 0.0520833 0 0.0329861 0 0.496732 0 NaN 96
Contig1014 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1052632 0 0.1052632 0 1 0 NaN 19
Contig10161 26 0 9 0 7 0 8 0 2 0 15 0 0.0473684 0 0.0526316 0 0.0516746 0 0.0574163 0 -0.8294262 0 -0.8337874 0 0.1789474 0 0.1289474 0 0.5957447 0 NaN 95
Contig1018 8 0 5 0 1 0 2 0 0 0 -9 0 0.0074627 0 0.0174129 0 0.0081411 0 0.0162822 0 -0.6123711 0 0.59158 0 0.0970149 0 0.0845771 0 0.7953216 0 NaN 67
Contig10197 10 0 4 0 5 0 1 0 0 0 -9 0 0.0620155 0 0.0116279 0 0.0634249 0 0.012685 0 -0.212491 0 -0.6123703 0 0.1569767 0 0.120155 0 0.6509187 0 NaN 43
Contig10227 26 0 11 0 2 0 13 0 0 0 13 0 0.0078431 0 0.0421569 0 0.0064171 0 0.0417112 0 1.893054 0 0.1080862 0 0.0955882 0 0.0705882 0 0.6173633 0 NaN 170
Contig10246 4 0 2 0 1 0 1 0 0 0 -9 0 0.0074627 0 0.0074627 0 0.0081411 0 0.0081411 0 -0.6123711 0 -0.6123711 0 0.0447761 0 0.0373134 0 0.7407407 0 NaN 67
Contig1029 11 0 8 0 1 0 2 0 0 0 -9 0 0.0108696 0 0.0217391 0 0.0118577 0 0.0237154 0 -0.6123711 0 -0.7098949 0 0.201087 0 0.1847826 0 0.8662421 0 NaN 46
Contig10325 4 0 1 0 2 0 1 0 0 0 -9 0 0.0357143 0 0.0178571 0 0.038961 0 0.0194805 0 -0.7098949 0 -0.6123711 0 0.0982143 0 0.0714286 0 0.6037736 0 NaN 28
Contig1033 18 0 8 0 7 0 3 0 0 0 8 0 0.03125 0 0.0130208 0 0.0298295 0 0.0127841 0 0.4670492 0 0.1676555 0 0.0898438 0 0.0677083 0 0.6360856 0 NaN 128
Contig1036 28 0 8 0 8 0 12 0 0 0 12 0 0.047619 0 0.0677656 0 0.047952 0 0.0719281 0 -0.068672 0 -0.5836508 0 0.1620879 0 0.1043956 0 0.5083612 0 NaN 91
Contig1037 7 0 4 0 2 0 1 0 0 0 -9 0 0.0294118 0 0.0147059 0 0.0320856 0 0.0160428 0 -0.7098949 0 -0.6123711 0 0.1544118 0 0.1323529 0 0.7741935 0 NaN 34
Contig10420 21 0 13 0 3 0 5 0 0 0 9 0 0.0137615 0 0.0229358 0 0.0150125 0 0.0250209 0 -0.7544498 0 -0.7968428 0 0.146789 0 0.1284404 0 0.8 0 NaN 109
Contig10435 14 0 6 0 4 0 4 0 0 0 3 0 0.0327869 0 0.0355191 0 0.0357675 0 0.0357675 0 -0.7801219 0 -0.0650096 0 0.1434426 0 0.1092896 0 0.6464646 0 NaN 61
Contig10489 7 0 6 0 0 0 1 0 0 0 -9 0 0 0 0.0133333 0 0 0 0.0109091 0 0 0 1.6329898 0 0.13 0 0.1233333 0 0.9135802 0 NaN 50
Contig10492 33 0 14 0 8 0 9 0 2 0 19 0 0.0670732 0 0.0772358 0 0.0665189 0 0.0731707 0 0.0833798 0 0.5582711 0 0.2621951 0 0.1900406 0 0.6008032 0 NaN 82
Contig10522 11 0 6 0 3 0 2 0 0 0 6 0 0.0203252 0 0.0142276 0 0.0199557 0 0.0133038 0 0.1676562 0 0.59158 0 0.1006098 0 0.0833333 0 0.7337807 0 NaN 82
Contig10664 36 0 12 0 11 0 13 0 0 0 18 0 0.0369318 0 0.0378788 0 0.0340909 0 0.0402893 0 0.8374053 0 -0.6052782 0 0.1178977 0 0.0804924 0 0.5515004 0 NaN 176
Contig10677 9 0 3 0 2 0 4 0 0 0 -9 0 0.03125 0 0.0625 0 0.0340909 0 0.0681818 0 -0.7098949 0 -0.7801219 0 0.15625 0 0.109375 0 0.5714286 0 NaN 32
Contig10743 8 0 6 0 0 0 2 0 0 0 -9 0 0 0 0.0322581 0 0 0 0.0351906 0 0 0 -0.7098949 0 0.2258064 0 0.2096774 0 0.8813559 0 NaN 31
Contig10772 15 0 8 0 5 0 2 0 0 0 9 0 0.045977 0 0.0229885 0 0.0470219 0 0.0188088 0 -0.212491 0 1.893054 0 0.1810345 0 0.1465517 0 0.7083333 0 NaN 58
Contig10794 25 0 14 0 0 0 10 0 1 0 12 0 0.0037665 0 0.0348399 0 0.0030817 0 0.0338983 0 1.6329898 0 0.2791353 0 0.1016949 0 0.0823917 0 0.7092199 0 NaN 177
Contig10836 32 0 11 0 12 0 7 0 2 0 16 0 0.0532129 0 0.0301205 0 0.0460022 0 0.0295728 0 1.5900115 0 0.1843172 0 0.122741 0 0.0810743 0 0.5264874 0 NaN 166
Contig10837 30 0 22 0 2 0 6 0 0 0 16 0 0.0073529 0 0.0257353 0 0.0080214 0 0.0240642 0 -0.7098949 0 0.6738391 0 0.1966912 0 0.1801471 0 0.8615385 0 NaN 136
Contig10880 3 0 0 0 0 0 3 0 0 0 -9 0 0 0 0.06 0 0 0 0.0654545 0 0 0 -0.7544498 0 0.03 0 0 0 0 0 NaN 25
Contig10911 25 0 10 0 4 0 10 0 1 0 11 0 0.0170068 0 0.0442177 0 0.0185529 0 0.0408163 0 -0.7968428 0 0.8374061 0 0.1105442 0 0.079932 0 0.5987262 0 NaN 147
Contig10930 12 0 10 0 1 0 1 0 0 0 -9 0 0.0075758 0 0.0075758 0 0.0082645 0 0.0082645 0 -0.6123711 0 -0.6123711 0 0.1590909 0 0.1515152 0 0.9195402 0 NaN 66
Contig10954 10 0 3 0 4 0 3 0 0 0 -9 0 0.0619048 0 0.0428571 0 0.0623377 0 0.0467532 0 -0.0650096 0 -0.7544498 0 0.1428571 0 0.0904762 0 0.496732 0 NaN 35
Contig10973 21 0 13 0 2 0 6 0 0 0 12 0 0.0126582 0 0.0379747 0 0.013809 0 0.0414269 0 -0.7098954 0 -0.8086072 0 0.1962025 0 0.1708861 0 0.7941176 0 NaN 79
Contig10979 6 0 3 0 1 0 2 0 0 0 -9 0 0.0289855 0 0.0434783 0 0.0237154 0 0.0474308 0 1.6329906 0 -0.7098949 0 0.173913 0 0.1376812 0 0.6846847 0 NaN 23
Contig109845 4 0 2 0 1 0 1 0 0 0 -9 0 0.0166667 0 0.0222222 0 0.0181818 0 0.0181818 0 -0.6123711 0 1.6329906 0 0.0916667 0 0.0722222 0 0.6797385 0 NaN 30
Contig10985 16 0 7 0 2 0 7 0 0 0 7 0 0.0147059 0 0.0539216 0 0.0160428 0 0.0561497 0 -0.7098949 0 -0.389207 0 0.1470588 0 0.1127451 0 0.6524823 0 NaN 68
Contig10988 40 0 32 0 2 0 6 0 0 0 13 0 0.0046729 0 0.0147975 0 0.0050977 0 0.0152931 0 -0.7098954 0 -0.3144577 0 0.171729 0 0.1619938 0 0.9048396 0 NaN 214
Contig11035 12 0 10 0 1 0 1 0 0 0 -9 0 0.0052083 0 0.0052083 0 0.0056818 0 0.0056818 0 -0.6123711 0 -0.6123711 0 0.109375 0 0.1041667 0 0.9195402 0 NaN 96
Contig11065 5 0 3 0 1 0 1 0 0 0 -9 0 0.0080321 0 0.0060241 0 0.0065717 0 0.0065717 0 1.6329898 0 -0.6123716 0 0.0451807 0 0.0381526 0 0.7562189 0 NaN 83
Contig11076 16 0 7 0 2 0 7 0 0 0 9 0 0.0120482 0 0.0481928 0 0.0131435 0 0.0460022 0 -0.7098954 0 0.4670485 0 0.1325301 0 0.1024096 0 0.6601942 0 NaN 83
Contig11081 19 0 15 0 0 0 4 0 0 0 -9 0 0 0 0.010989 0 0 0 0.011988 0 0 0 -0.7801219 0 0.0906593 0 0.0851648 0 0.8985507 0 NaN 182
Contig11099 23 0 10 0 2 0 11 0 0 0 11 0 0.0103093 0 0.0670103 0 0.0112465 0 0.0618557 0 -0.7098954 0 0.8374053 0 0.177835 0 0.1391753 0 0.6728972 0 NaN 97
Contig11104 20 0 12 0 5 0 3 0 0 0 13 0 0.0170068 0 0.0102041 0 0.0185529 0 0.0111317 0 -0.7968428 0 -0.7544498 0 0.1020408 0 0.0884354 0 0.7878788 0 NaN 147
Contig11137 7 0 6 0 0 0 1 0 0 0 -9 0 0 0 0.0092593 0 0 0 0.010101 0 0 0 -0.6123711 0 0.1157407 0 0.1111111 0 0.9320388 0 NaN 54
Contig11188 14 0 10 0 2 0 2 0 0 0 -9 0 0.0188679 0 0.0188679 0 0.0205832 0 0.0205832 0 -0.7098949 0 -0.7098949 0 0.2358491 0 0.2169811 0 0.8679245 0 NaN 53
Contig11196 29 0 12 0 5 0 11 0 1 0 15 0 0.0140647 0 0.0274262 0 0.013809 0 0.027618 0 0.179691 0 -0.070038 0 0.0764768 0 0.0557314 0 0.6055396 0 NaN 237
Contig11211 44 0 14 0 10 0 19 0 1 0 20 0 0.0337079 0 0.0589888 0 0.0337079 0 0.061287 0 2e-07 0 -0.3844329 0 0.1439607 0 0.0976124 0 0.5461689 0 NaN 178
Contig11223 27 0 20 0 0 0 7 0 0 0 7 0 0 0 0.0195578 0 0 0 0.0194805 0 0 0 0.0389214 0 0.1160714 0 0.1062925 0 0.8613265 0 NaN 196
Contig11245 5 0 2 0 0 0 3 0 0 0 -9 0 0 0 0.0555556 0 0 0 0.0495868 0 0 0 1.0897616 0 0.1136364 0 0.0858586 0 0.6384977 0 NaN 33
Contig11278 19 0 14 0 1 0 4 0 0 0 7 0 0.0045872 0 0.0183486 0 0.0050042 0 0.0200167 0 -0.6123711 0 -0.7801219 0 0.1399083 0 0.1284404 0 0.8648649 0 NaN 109
Contig11306 23 0 12 0 1 0 10 0 0 0 16 0 0.0045045 0 0.0510511 0 0.004914 0 0.0491401 0 -0.6123711 0 0.3891004 0 0.1463964 0 0.1186186 0 0.7093154 0 NaN 111
Contig11320 34 0 26 0 1 0 6 0 1 0 10 0 0.0054645 0 0.0200364 0 0.0059613 0 0.0208644 0 -0.7098949 0 -0.3892064 0 0.1577869 0 0.1450364 0 0.8666667 0 NaN 183
Contig11439 10 0 8 0 1 0 1 0 0 0 -9 0 0.0054348 0 0.0072464 0 0.0059289 0 0.0059289 0 -0.6123711 0 1.6329906 0 0.1005435 0 0.0942029 0 0.8946236 0 NaN 92
Contig11471 13 0 5 0 4 0 4 0 0 0 5 0 0.017094 0 0.017094 0 0.018648 0 0.018648 0 -0.7801219 0 -0.7801219 0 0.0683761 0 0.0512821 0 0.6315789 0 NaN 117
Contig11474 16 0 7 0 6 0 3 0 0 0 7 0 0.0612245 0 0.0340136 0 0.0667903 0 0.0333952 0 -0.8086064 0 0.1676562 0 0.2244898 0 0.1768707 0 0.6797386 0 NaN 49
Contig11477 25 0 11 0 5 0 9 0 0 0 14 0 0.0216802 0 0.0379404 0 0.0221729 0 0.0399113 0 -0.2124918 0 -0.4915121 0 0.1300813 0 0.100271 0 0.6577778 0 NaN 123
Contig11529 4 0 4 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1142857 0 0.1142857 0 1 0 NaN 35
Contig11535 10 0 6 0 3 0 1 0 0 0 -9 0 0.05 0 0.0166667 0 0.0545455 0 0.0181818 0 -0.7544498 0 -0.6123711 0 0.2333333 0 0.2 0 0.7741935 0 NaN 30
Contig11551 12 0 7 0 3 0 2 0 0 0 8 0 0.025974 0 0.012987 0 0.0212515 0 0.0141677 0 2.011867 0 -0.7098949 0 0.1298701 0 0.1103896 0 0.7640449 0 NaN 77
Contig11588 11 0 6 0 4 0 1 0 0 0 6 0 0.0392157 0 0.0098039 0 0.0427807 0 0.0106952 0 -0.7801219 0 -0.6123711 0 0.1519608 0 0.127451 0 0.7482014 0 NaN 51
Contig1159 24 0 4 0 8 0 12 0 0 0 -9 0 0.046595 0 0.0663082 0 0.0469208 0 0.0703812 0 -0.0686731 0 -0.5836508 0 0.1263441 0 0.0698925 0 0.4143427 0 NaN 93
Contig11600 19 0 13 0 6 0 0 0 0 0 12 0 0.0215827 0 0 0 0.0235448 0 0 0 -0.8086072 0 0 0 0.118705 0 0.1079137 0 0.8510638 0 NaN 139
Contig11603 4 0 3 0 1 0 0 0 0 0 -9 0 0.0178571 0 0 0 0.0194805 0 0 0 -0.6123711 0 0 0 0.1339286 0 0.125 0 0.8888889 0 NaN 28
Contig11605 10 0 7 0 1 0 2 0 0 0 -9 0 0.0058824 0 0.0117647 0 0.0064171 0 0.0128342 0 -0.6123711 0 -0.7098949 0 0.0970588 0 0.0882353 0 0.8510638 0 NaN 85
Contig11692 14 0 12 0 1 0 1 0 0 0 -9 0 0.0068493 0 0.0091324 0 0.007472 0 0.007472 0 -0.6123711 0 1.6329898 0 0.1815068 0 0.173516 0 0.9254186 0 NaN 73
Contig11788 22 0 17 0 3 0 2 0 0 0 9 0 0.0086207 0 0.006705 0 0.0094044 0 0.0062696 0 -0.7544498 0 0.59158 0 0.1091954 0 0.1015326 0 0.8833333 0 NaN 174
Contig118 10 0 8 0 1 0 1 0 0 0 -9 0 0.0039062 0 0.0039062 0 0.0042614 0 0.0042614 0 -0.6123711 0 -0.6123711 0 0.0703125 0 0.0664062 0 0.9066667 0 NaN 128
Contig11815 57 0 53 0 4 0 0 0 0 0 -9 0 0.025 0 0 0 0.0272727 0 0 0 -0.7801219 0 0 0 0.68125 0 0.66875 0 0.9683258 0 NaN 80
Contig11816 15 0 9 0 4 0 2 0 0 0 4 0 0.0246914 0 0.0123457 0 0.026936 0 0.013468 0 -0.7801219 0 -0.7098949 0 0.1358025 0 0.1172839 0 0.7835051 0 NaN 81
Contig11833 12 0 10 0 1 0 1 0 0 0 -9 0 0.0070922 0 0.0070922 0 0.0058027 0 0.0058027 0 1.6329898 0 1.6329898 0 0.1170213 0 0.1099291 0 0.8985507 0 NaN 94
Contig1186 9 0 4 0 1 0 4 0 0 0 -9 0 0.0074627 0 0.0323383 0 0.0081411 0 0.0325645 0 -0.6123711 0 -0.0650096 0 0.0895522 0 0.0696517 0 0.6666666 0 NaN 67
Contig11906 28 0 18 0 5 0 5 0 0 0 11 0 0.0181159 0 0.0193237 0 0.0197628 0 0.0197628 0 -0.7968428 0 -0.212491 0 0.1576087 0 0.1388889 0 0.8091469 0 NaN 138
Contig11919 15 0 10 0 4 0 1 0 0 0 8 0 0.020202 0 0.0050505 0 0.0220386 0 0.0055096 0 -0.7801219 0 -0.6123711 0 0.1136364 0 0.1010101 0 0.8205128 0 NaN 99
Contig11926 7 0 4 0 3 0 0 0 0 0 -9 0 0.0436508 0 0 0 0.038961 0 0 0 1.0897616 0 0 0 0.125 0 0.1031746 0 0.7298245 0 NaN 42
Contig11998 12 0 5 0 4 0 3 0 0 0 8 0 0.0555556 0 0.03125 0 0.0454545 0 0.0340909 0 2.0803261 0 -0.7544498 0 0.1614583 0 0.1180556 0 0.6085011 0 NaN 48
Contig1200 23 0 17 0 5 0 1 0 0 0 13 0 0.0218978 0 0.0036496 0 0.0199071 0 0.0039814 0 0.9562117 0 -0.6123711 0 0.1441606 0 0.1313869 0 0.8545994 0 NaN 137
Contig12009 4 0 3 0 0 0 1 0 0 0 -9 0 0 0 0.015625 0 0 0 0.0170455 0 0 0 -0.6123711 0 0.1015625 0 0.09375 0 0.8727273 0 NaN 32
Contig12022 17 0 7 0 2 0 8 0 0 0 11 0 0.0162037 0 0.0578704 0 0.0151515 0 0.0606061 0 0.5915791 0 -0.446372 0 0.1597222 0 0.1226852 0 0.654321 0 NaN 72
Contig12039 7 0 6 0 1 0 0 0 0 0 -9 0 0.0092593 0 0 0 0.010101 0 0 0 -0.6123711 0 0 0 0.125 0 0.1203704 0 0.9369369 0 NaN 54
Contig12060 16 0 8 0 1 0 7 0 0 0 4 0 0.0046729 0 0.0373832 0 0.0050977 0 0.0356839 0 -0.6123716 0 0.4670485 0 0.1098131 0 0.0887851 0 0.7069768 0 NaN 107
Contig12090 4 0 2 0 1 0 1 0 0 0 -9 0 0.0172414 0 0.0172414 0 0.0188088 0 0.0188088 0 -0.6123711 0 -0.6123711 0 0.0862069 0 0.0689655 0 0.6956522 0 NaN 29
Contig12118 18 0 11 0 1 0 6 0 0 0 10 0 0.0035971 0 0.0215827 0 0.0039241 0 0.0235448 0 -0.6123711 0 -0.8086072 0 0.0989209 0 0.0863309 0 0.7966805 0 NaN 139
Contig12128 38 0 36 0 0 0 2 0 0 0 -9 0 0 0 0.0051546 0 0 0 0.0056232 0 0 0 -0.7098954 0 0.1881443 0 0.185567 0 0.9762712 0 NaN 194
Contig12133 5 0 2 0 0 0 3 0 0 0 -9 0 0 0 0.0447154 0 0 0 0.0399113 0 0 0 1.0897616 0 0.0792683 0 0.0569106 0 0.5925926 0 NaN 41
Contig12148 27 0 12 0 10 0 5 0 0 0 13 0 0.0533981 0 0.02589 0 0.0529568 0 0.0264784 0 0.0833789 0 -0.212491 0 0.1868932 0 0.1472492 0 0.6797385 0 NaN 103
Contig12167 52 0 30 0 8 0 13 0 1 0 29 0 0.0223499 0 0.0280971 0 0.0188088 0 0.0292581 0 1.8738899 0 -0.4025342 0 0.1475096 0 0.1222861 0 0.7347721 0 NaN 261
Contig12183 18 0 10 0 4 0 4 0 0 0 12 0 0.0140845 0 0.0140845 0 0.0153649 0 0.0153649 0 -0.7801219 0 -0.7801219 0 0.0950704 0 0.0809859 0 0.7666667 0 NaN 142
Contig12258 7 0 4 0 1 0 2 0 0 0 -9 0 0.0166667 0 0.0291667 0 0.0136364 0 0.0272727 0 1.6329906 0 0.5915791 0 0.13125 0 0.1083333 0 0.7298245 0 NaN 40
Contig12259 21 0 17 0 1 0 3 0 0 0 -9 0 0.0041667 0 0.0125 0 0.0045455 0 0.0136364 0 -0.6123711 0 -0.7544498 0 0.1583333 0 0.15 0 0.9113924 0 NaN 120
Contig12261 28 0 11 0 3 0 14 0 0 0 13 0 0.0187266 0 0.0898876 0 0.0183861 0 0.0858018 0 0.1676562 0 0.4830417 0 0.2022472 0 0.1479401 0 0.6088632 0 NaN 89
Contig12276 3 0 3 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0857143 0 0.0857143 0 1 0 NaN 35
Contig12289 36 0 12 0 9 0 14 0 1 0 16 0 0.0327715 0 0.0421348 0 0.0306435 0 0.0459653 0 0.6948228 0 -0.847292 0 0.116573 0 0.0791199 0 0.5469256 0 NaN 178
Contig1235 7 0 5 0 2 0 0 0 0 0 -9 0 0.0263158 0 0 0 0.0287081 0 0 0 -0.7098954 0 0 0 0.1447368 0 0.131579 0 0.8510638 0 NaN 38
Contig12381 11 0 6 0 1 0 4 0 0 0 9 0 0.0092593 0 0.0277778 0 0.0075758 0 0.030303 0 1.6329906 0 -0.7801219 0 0.1111111 0 0.0925926 0 0.7407408 0 NaN 72
Contig12397 6 0 3 0 3 0 0 0 0 0 -9 0 0.0277778 0 0 0 0.0272727 0 0 0 0.1676555 0 0 0 0.0666667 0 0.0527778 0 0.6846847 0 NaN 60
Contig12404 5 0 4 0 0 0 1 0 0 0 -9 0 0 0 0.0111111 0 0 0 0.0121212 0 0 0 -0.6123711 0 0.1055556 0 0.1 0 0.9113924 0 NaN 45
Contig12411 3 0 2 0 0 0 1 0 0 0 -9 0 0 0 0.0208333 0 0 0 0.0227273 0 0 0 -0.6123711 0 0.09375 0 0.0833333 0 0.8205128 0 NaN 24
Contig12415 30 0 14 0 6 0 10 0 0 0 18 0 0.0223881 0 0.039801 0 0.0244233 0 0.0407056 0 -0.8086057 0 -0.2223435 0 0.1529851 0 0.1218906 0 0.691358 0 NaN 134
Contig12420 34 0 22 0 4 0 8 0 0 0 18 0 0.0121951 0 0.0264228 0 0.0133038 0 0.0266075 0 -0.7801223 0 -0.0686731 0 0.1737805 0 0.1544715 0 0.8205128 0 NaN 164
Contig12427 14 0 12 0 1 0 1 0 0 0 -9 0 0.0102041 0 0.0102041 0 0.0111317 0 0.0111317 0 -0.6123711 0 -0.6123711 0 0.255102 0 0.244898 0 0.9320388 0 NaN 49
Contig12450 19 0 9 0 4 0 6 0 0 0 10 0 0.0310078 0 0.0465116 0 0.02537 0 0.038055 0 2.0803261 0 2.156286 0 0.1627907 0 0.124031 0 0.6464646 0 NaN 86
Contig12462 48 0 34 0 7 0 7 0 0 0 18 0 0.0263789 0 0.0263789 0 0.0274689 0 0.0274689 0 -0.389207 0 -0.389207 0 0.2805755 0 0.2541966 0 0.8463074 0 NaN 139
Contig12502 11 0 6 0 5 0 0 0 0 0 5 0 0.0344828 0 0 0 0.031348 0 0 0 0.9562117 0 0 0 0.1034483 0 0.0862069 0 0.7407408 0 NaN 87
Contig12579 45 0 43 0 0 0 2 0 0 0 -9 0 0 0 0.0136986 0 0 0 0.014944 0 0 0 -0.7098949 0 0.6027398 0 0.5958905 0 0.9802817 0 NaN 73
Contig12582 20 0 20 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2469136 0 0.2469136 0 1 0 NaN 81
Contig12615 25 0 11 0 5 0 9 0 0 0 9 0 0.034632 0 0.0627706 0 0.0354191 0 0.0637544 0 -0.212491 0 -0.1535979 0 0.237013 0 0.1883117 0 0.6884273 0 NaN 77
Contig12700 24 0 15 0 0 0 9 0 0 0 12 0 0 0 0.0460317 0 0 0 0.0467532 0 0 0 -0.153597 0 0.1833333 0 0.1603175 0 0.7992087 0 NaN 105
Contig12790 5 0 5 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1612903 0 0.1612903 0 1 0 NaN 31
Contig12792 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0289855 0 0 0 0.0237154 0 0 0 1.6329906 0 0.0652174 0 0.0507246 0 0.6666666 0 NaN 23
Contig12862 11 0 4 0 4 0 2 0 1 0 -9 0 0.0472222 0 0.025 0 0.0454545 0 0.0272727 0 0.3718608 0 -0.7544498 0 0.1125 0 0.0763889 0 0.5472637 0 NaN 60
Contig12882 5 0 4 0 0 0 1 0 0 0 -9 0 0 0 0.0166667 0 0 0 0.0136364 0 0 0 1.6329906 0 0.1125 0 0.1041667 0 0.877193 0 NaN 40
Contig12888 16 0 8 0 2 0 6 0 0 0 7 0 0.015625 0 0.0494792 0 0.0170455 0 0.0511364 0 -0.7098949 0 -0.3144577 0 0.1757812 0 0.1432292 0 0.7154471 0 NaN 64
Contig12899 8 0 3 0 4 0 1 0 0 0 -9 0 0.0165289 0 0.0041322 0 0.0180316 0 0.0045079 0 -0.7801223 0 -0.6123716 0 0.0475207 0 0.0371901 0 0.6728972 0 NaN 121
Contig12900 5 0 3 0 2 0 0 0 0 0 -9 0 0.047619 0 0 0 0.038961 0 0 0 1.893054 0 0 0 0.1428571 0 0.1190476 0 0.7407407 0 NaN 28
Contig12907 28 0 9 0 10 0 9 0 0 0 13 0 0.0533981 0 0.0453074 0 0.0529568 0 0.0476611 0 0.0833789 0 -0.4915121 0 0.1480583 0 0.0987055 0 0.5333333 0 NaN 103
Contig12942 11 0 7 0 2 0 2 0 0 0 -9 0 0.0233333 0 0.0233333 0 0.0218182 0 0.0218182 0 0.5915791 0 0.5915791 0 0.17 0 0.1466667 0 0.7822222 0 NaN 50
Contig12996 5 0 3 0 1 0 1 0 0 0 -9 0 0.0128205 0 0.017094 0 0.013986 0 0.013986 0 -0.6123711 0 1.6329906 0 0.0961538 0 0.0811966 0 0.7562189 0 NaN 39
Contig13005 30 0 16 0 7 0 6 0 1 0 14 0 0.0221631 0 0.018617 0 0.0232108 0 0.0203095 0 -0.4463709 0 -0.8173354 0 0.119016 0 0.0986259 0 0.7343234 0 NaN 188
Contig13026 35 0 9 0 3 0 23 0 0 0 11 0 0.0089286 0 0.078373 0 0.0097403 0 0.0746753 0 -0.7544492 0 0.5092815 0 0.1220238 0 0.078373 0 0.5064102 0 NaN 168
Contig13127 6 0 3 0 1 0 2 0 0 0 -9 0 0.016129 0 0.0322581 0 0.0175953 0 0.0351906 0 -0.6123711 0 -0.7098949 0 0.1532258 0 0.1290323 0 0.7529412 0 NaN 31
Contig13171 9 0 8 0 0 0 1 0 0 0 -9 0 0 0 0.0172414 0 0 0 0.0188088 0 0 0 -0.6123711 0 0.2844827 0 0.2758621 0 0.9481481 0 NaN 29
Contig13181 11 0 6 0 2 0 3 0 0 0 4 0 0.0188172 0 0.0322581 0 0.0175953 0 0.026393 0 0.5915791 0 2.011867 0 0.1330645 0 0.1075269 0 0.7064018 0 NaN 62
Contig131931 5 0 3 0 0 0 1 0 1 0 -9 0 0.016129 0 0.0376344 0 0.0175953 0 0.0351906 0 -0.6123711 0 0.5915791 0 0.1209677 0 0.094086 0 0.6666667 0 NaN 31
Contig13215 16 0 9 0 4 0 3 0 0 0 10 0 0.0214067 0 0.0152905 0 0.0200167 0 0.0150125 0 0.6501015 0 0.1676562 0 0.1100917 0 0.0917431 0 0.7407408 0 NaN 109
Contig13222 5 0 2 0 3 0 0 0 0 0 -9 0 0.0833333 0 0 0 0.0743802 0 0 0 1.0897616 0 0 0 0.1477273 0 0.1060606 0 0.5925926 0 NaN 22
Contig13268 7 0 6 0 0 0 0 0 1 0 -9 0 0.0133333 0 0.01 0 0.0109091 0 0.0109091 0 1.6329898 0 -0.6123711 0 0.13 0 0.1183333 0 0.8528529 0 NaN 50
Contig13321 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0142857 0 0 0 0.0155844 0 0 0 -0.6123711 0 0.0357143 0 0.0285714 0 0.6956522 0 NaN 35
Contig13359 5 0 2 0 1 0 2 0 0 0 -9 0 0.0125 0 0.025 0 0.0136364 0 0.0272727 0 -0.6123711 0 -0.7098949 0 0.08125 0 0.0625 0 0.6557377 0 NaN 40
Contig13389 11 0 8 0 2 0 1 0 0 0 -9 0 0.0151515 0 0.0064935 0 0.0141677 0 0.0070838 0 0.59158 0 -0.6123711 0 0.1168831 0 0.1060606 0 0.8484849 0 NaN 77
Contig13402 12 0 4 0 3 0 5 0 0 0 -9 0 0.0273973 0 0.0410959 0 0.0224159 0 0.0373599 0 2.011867 0 0.9562117 0 0.109589 0 0.0753425 0 0.5569621 0 NaN 73
Contig13409 3 0 2 0 0 0 1 0 0 0 -9 0 0 0 0.0227273 0 0 0 0.0247934 0 0 0 -0.6123711 0 0.1022727 0 0.0909091 0 0.8205128 0 NaN 22
Contig13501 71 0 31 0 16 0 24 0 0 0 42 0 0.0220049 0 0.0321923 0 0.0213381 0 0.0320071 0 0.3183853 0 0.0595736 0 0.1155257 0 0.0884271 0 0.6509187 0 NaN 409
Contig13571 18 0 6 0 5 0 7 0 0 0 8 0 0.0268817 0 0.0412186 0 0.0293255 0 0.0410557 0 -0.7968436 0 0.0389214 0 0.1075269 0 0.0734767 0 0.5521886 0 NaN 93
