dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10017 3 0 0 0 0 0 2 0 1 0 -9 0 0.0166667 0 0.05 0 0.0181818 0 0.0545455 0 -0.6123711 0 -0.7544498 0 0.0291667 0 -0.0041667 0 -0.0769231 0 NaN 30
Contig10053 8 0 0 0 0 0 1 0 7 0 -9 0 0.0833333 0 0.0714286 0 0.0681818 0 0.0779221 0 2.1795628 0 -0.8240709 0 0.0669643 0 -0.0104167 0 -0.0833333 0 NaN 56
Contig10056 4 0 0 0 2 0 2 0 0 0 -9 0 0.0294118 0 0.0294118 0 0.0320856 0 0.0320856 0 -0.7098949 0 -0.7098949 0 0.0294118 0 0 0 0 0 NaN 34
Contig10075 15 0 0 0 4 0 3 0 8 0 -9 0 0.0681004 0 0.0681004 0 0.0703812 0 0.0645161 0 -0.3268451 0 0.5582703 0 0.0577957 0 -0.0103047 0 -0.0946501 0 NaN 93
Contig10091 4 0 0 0 0 0 2 0 2 0 -9 0 0.0105105 0 0.0195195 0 0.009828 0 0.019656 0 0.59158 0 -0.0650107 0 0.0135135 0 -0.0015015 0 -0.0606061 0 NaN 111
Contig10092 19 0 0 0 4 0 11 0 4 0 -9 0 0.0357143 0 0.0699405 0 0.038961 0 0.0730519 0 -0.8240709 0 -0.4330601 0 0.0502232 0 -0.0026042 0 -0.0289855 0 NaN 112
Contig10106 12 0 0 0 0 0 3 0 9 0 -9 0 0.0396825 0 0.0515873 0 0.038961 0 0.0519481 0 0.1843172 0 -0.070038 0 0.0376984 0 -0.0079365 0 -0.1103448 0 NaN 126
Contig10109 5 0 0 0 3 0 0 0 2 0 -9 0 0.0333333 0 0.0125 0 0.0340909 0 0.0136364 0 -0.212491 0 -0.7098949 0 0.0203125 0 -0.0026042 0 -0.0694444 0 NaN 80
Contig10125 3 0 0 0 1 0 0 0 2 0 -9 0 0.0425532 0 0.0212766 0 0.0348162 0 0.0232108 0 2.0118663 0 -0.7098954 0 0.0319149 0 0 0 0 0 NaN 47
Contig10154 11 0 0 0 0 0 10 0 1 0 -9 0 0.0060241 0 0.0662651 0 0.0065717 0 0.0722892 0 -0.6123716 0 -0.8374057 0 0.0346386 0 -0.001506 0 -0.0243902 0 NaN 83
Contig10157 13 0 0 0 0 0 13 0 0 0 -9 0 0 0 0.0436242 0 0 0 0.04759 0 0 0 -0.8430668 0 0.0218121 0 0 0 0 0 NaN 149
Contig10164 2 0 0 0 0 0 0 0 2 0 -9 0 0.0376344 0 0.0322581 0 0.0351906 0 0.0351906 0 0.5915791 0 -0.7098949 0 0.0362903 0 0.0013441 0 0.0215055 0 NaN 31
Contig10165 8 0 0 0 0 0 3 0 5 0 -9 0 0.0396825 0 0.0634921 0 0.04329 0 0.0692641 0 -0.7968428 0 -0.8240709 0 0.0615079 0 0.0099206 0 0.0990098 0 NaN 63
