dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10003 29 0 23 0 1 0 5 0 0 0 11 0 0.0068493 0 0.0342466 0 0.007472 0 0.0373599 0 -0.6123711 0 -0.7968428 0 0.3424658 0 0.3219178 0 0.8995215 0 NaN 73
Contig100047 13 0 9 0 4 0 0 0 0 0 -9 0 0.0833333 0 0 0 0.0779221 0 0 0 0.6501026 0 0 0 0.375 0 0.3333333 0 0.8205128 0 NaN 28
Contig100123 7 0 2 0 1 0 4 0 0 0 -9 0 0.0090909 0 0.0393939 0 0.0099174 0 0.0396694 0 -0.6123716 0 -0.0650096 0 0.0636364 0 0.0393939 0 0.4814815 0 NaN 55
Contig10013 35 0 26 0 1 0 7 0 1 0 14 0 0.0122807 0 0.0473684 0 0.0114833 0 0.045933 0 0.5915791 0 0.3090269 0 0.3184211 0 0.2885965 0 0.8468468 0 NaN 95
Contig100132 36 0 27 0 5 0 4 0 0 0 16 0 0.0203562 0 0.0152672 0 0.0208189 0 0.0166551 0 -0.212491 0 -0.7801219 0 0.2328244 0 0.2150127 0 0.873385 0 NaN 131
Contig10017 13 0 11 0 0 0 2 0 0 0 -9 0 0 0 0.0172414 0 0 0 0.0188088 0 0 0 -0.7098949 0 0.1982759 0 0.1896552 0 0.9263158 0 NaN 58
Contig100379 18 0 14 0 3 0 1 0 0 0 -9 0 0.06 0 0.0266667 0 0.0654545 0 0.0218182 0 -0.7544498 0 1.6329898 0 0.65 0 0.6066666 0 0.8888889 0 NaN 25
Contig100402 65 0 64 0 1 0 0 0 0 0 -9 0 0.0135135 0 0 0 0.0135135 0 0 0 NaN 0 0 0 0.8716216 0 0.8648648 0 0.988417 0 NaN 74
Contig100471 54 0 32 0 7 0 15 0 0 0 21 0 0.0363636 0 0.0727273 0 0.0347107 0 0.0743802 0 0.4670485 0 -0.225945 0 0.3818182 0 0.3272727 0 0.7741935 0 NaN 110
Contig100483 20 0 14 0 4 0 2 0 0 0 12 0 0.0588235 0 0.0294118 0 0.0641711 0 0.0320856 0 -0.7801219 0 -0.7098949 0 0.4852941 0 0.4411764 0 0.8510638 0 NaN 34
