dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig100047 8 0 0 0 4 0 3 0 1 0 -9 0 0.0858586 0 0.0656566 0 0.0826446 0 0.0661157 0 0.37186 0 -0.0650096 0 0.0984849 0 0.0227273 0 0.1463414 0 NaN 33
Contig100435 5 0 0 0 0 0 2 0 3 0 -9 0 0.0258621 0 0.0431034 0 0.0282132 0 0.0470219 0 -0.7544498 0 -0.7968436 0 0.0280172 0 -0.0064655 0 -0.1199999 0 NaN 58
Contig100740 6 0 0 0 2 0 1 0 3 0 -9 0 0.0215054 0 0.0174731 0 0.0219941 0 0.0175953 0 -0.212491 0 -0.0650096 0 0.0191532 0 -0.000336 0 -0.0099502 0 NaN 124
Contig10095 2 0 0 0 0 0 1 0 1 0 -9 0 0.0057471 0 0.0114943 0 0.0062696 0 0.0125392 0 -0.6123711 0 -0.7098949 0 0.0071839 0 -0.0014368 0 -0.1052632 0 NaN 87
Contig10098 6 0 0 0 2 0 1 0 3 0 -9 0 0.0446429 0 0.0357143 0 0.0487013 0 0.038961 0 -0.7968436 0 -0.7801219 0 0.0334821 0 -0.0066964 0 -0.1052632 0 NaN 56
Contig101034 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.027027 0 0 0 0.029484 0 0 0 -0.7098954 0 0.027027 0 0.0135135 0 0.3636364 0 NaN 37
Contig10108 3 0 0 0 0 0 3 0 0 0 -9 0 0 0 0.0297619 0 0 0 0.0292208 0 0 0 0.1676555 0 0.0178571 0 0.0029762 0 0.1025642 0 NaN 56
Contig101173 2 0 0 0 2 0 0 0 0 0 -9 0 0.0157658 0 0 0 0.014742 0 0 0 0.5915791 0 0 0 0.0101351 0 0.0022523 0 0.1403509 0 NaN 74
Contig101298 6 0 0 0 5 0 1 0 0 0 -9 0 0.0555556 0 0.0111111 0 0.0606061 0 0.0121212 0 -0.7968428 0 -0.6123711 0 0.0333333 0 0 0 0 0 NaN 45
Contig101316 4 0 0 0 1 0 1 0 2 0 -9 0 0.0187266 0 0.0187266 0 0.0183861 0 0.0183861 0 0.1676562 0 0.1676562 0 0.0168539 0 -0.0018727 0 -0.0606061 0 NaN 89
Contig101404 5 0 0 0 0 0 5 0 0 0 -9 0 0 0 0.1021505 0 0 0 0.0879765 0 0 0 1.5405635 0 0.0725806 0 0.0215054 0 0.1939393 0 NaN 31
Contig101412 9 0 0 0 2 0 4 0 3 0 -9 0 0.0098039 0 0.0143791 0 0.0106952 0 0.0149733 0 -0.7968428 0 -0.389207 0 0.0107843 0 -0.0013072 0 -0.0658436 0 NaN 255
